"","year","species","treatment","replicate","abundance"
"688",1995,"Lepidostoma","high",8,4
"689",1995,"Lepidostoma","high",9,28
"690",1995,"Lepidostoma","high",10,11
"691",1995,"Lepidostoma","low",1,19
"692",1995,"Lepidostoma","low",2,2
"693",1995,"Lepidostoma","low",3,16
"694",1995,"Lepidostoma","low",4,8
"695",1995,"Lepidostoma","low",5,6
"696",1995,"Lepidostoma","low",6,5
"697",1995,"Lepidostoma","low",7,4
"698",1995,"Lepidostoma","low",8,6
"699",1995,"Lepidostoma","low",9,14
"700",1995,"Lepidostoma","low",10,7
"701",1995,"Lepidostoma","medium",1,1
"702",1995,"Lepidostoma","medium",2,2
"703",1995,"Lepidostoma","medium",3,5
"704",1995,"Lepidostoma","medium",4,3
"705",1995,"Lepidostoma","medium",5,3
"706",1995,"Lepidostoma","medium",6,3
"707",1995,"Lepidostoma","medium",7,5
"708",1995,"Lepidostoma","medium",8,7
"709",1995,"Lepidostoma","medium",9,6
"710",1995,"Lepidostoma","medium",10,7
"711",1995,"Leptoceridae","medium",1,0
"712",1995,"Leptoceridae","medium",2,0
"713",1995,"Leptoceridae","medium",3,0
"714",1995,"Leptoceridae","medium",4,0
"715",1995,"Leptoceridae","medium",5,0
"716",1995,"Leptoceridae","medium",6,0
"717",1995,"Leptoceridae","medium",7,0
"718",1995,"Leptoceridae","medium",8,0
"719",1995,"Leptoceridae","medium",9,0
"720",1995,"Leptoceridae","medium",10,0
"721",1995,"Leuctra","control",1,16
"722",1995,"Leuctra","control",2,13
"723",1995,"Leuctra","control",3,9
"724",1995,"Leuctra","control",4,17
"725",1995,"Leuctra","control",5,57
"726",1995,"Leuctra","control",6,26
"727",1995,"Leuctra","control",7,36
"728",1995,"Leuctra","control",8,17
"729",1995,"Leuctra","control",9,8
"730",1995,"Leuctra","control",10,5
"731",1995,"Leuctra","high",1,12
"732",1995,"Leuctra","high",2,15
"733",1995,"Leuctra","high",3,16
"734",1995,"Leuctra","high",4,27
"735",1995,"Leuctra","high",5,36
"736",1995,"Leuctra","high",6,15
"737",1995,"Leuctra","high",7,14
"738",1995,"Leuctra","high",8,33
"739",1995,"Leuctra","high",9,14
"740",1995,"Leuctra","high",10,11
"741",1995,"Leuctra","low",1,17
"742",1995,"Leuctra","low",2,7
"743",1995,"Leuctra","low",3,32
"744",1995,"Leuctra","low",4,11
"745",1995,"Leuctra","low",5,26
"746",1995,"Leuctra","low",6,24
"747",1995,"Leuctra","low",7,16
"748",1995,"Leuctra","low",8,18
"749",1995,"Leuctra","low",9,36
"750",1995,"Leuctra","low",10,13
"751",1995,"Leuctra","medium",1,68
"752",1995,"Leuctra","medium",2,54
"753",1995,"Leuctra","medium",3,19
"754",1995,"Leuctra","medium",4,45
"755",1995,"Leuctra","medium",5,54
"756",1995,"Leuctra","medium",6,33
"757",1995,"Leuctra","medium",7,46
"758",1995,"Leuctra","medium",8,29
"759",1995,"Leuctra","medium",9,25
"760",1995,"Leuctra","medium",10,74
"761",1995,"Lype","medium",1,0
"762",1995,"Lype","medium",2,0
"763",1995,"Lype","medium",3,0
"764",1995,"Lype","medium",4,0
"765",1995,"Lype","medium",5,0
"766",1995,"Lype","medium",6,0
"767",1995,"Lype","medium",7,0
"768",1995,"Lype","medium",8,0
"769",1995,"Lype","medium",9,0
"770",1995,"Lype","medium",10,0
"771",1995,"Molophilus","control",1,0
"772",1995,"Molophilus","control",2,0
"773",1995,"Molophilus","control",3,0
"774",1995,"Molophilus","control",4,0
"775",1995,"Molophilus","control",5,1
"776",1995,"Molophilus","control",6,0
"777",1995,"Molophilus","control",7,0
"778",1995,"Molophilus","control",8,0
"779",1995,"Molophilus","control",9,0
"780",1995,"Molophilus","control",10,0
"781",1995,"Molophilus","high",1,0
"782",1995,"Molophilus","high",2,0
"783",1995,"Molophilus","high",3,0
"784",1995,"Molophilus","high",4,1
"785",1995,"Molophilus","high",5,1
"786",1995,"Molophilus","high",6,1
"787",1995,"Molophilus","high",7,0
"788",1995,"Molophilus","high",8,0
"789",1995,"Molophilus","high",9,0
"790",1995,"Molophilus","high",10,0
"791",1995,"Molophilus","low",1,0
"792",1995,"Molophilus","low",2,0
"793",1995,"Molophilus","low",3,0
"794",1995,"Molophilus","low",4,0
"795",1995,"Molophilus","low",5,0
"796",1995,"Molophilus","low",6,8
"797",1995,"Molophilus","low",7,0
"798",1995,"Molophilus","low",8,0
"799",1995,"Molophilus","low",9,0
"800",1995,"Molophilus","low",10,0
"801",1995,"Molophilus","medium",1,0
"802",1995,"Molophilus","medium",2,0
"803",1995,"Molophilus","medium",3,0
"804",1995,"Molophilus","medium",4,1
"805",1995,"Molophilus","medium",5,0
"806",1995,"Molophilus","medium",6,0
"807",1995,"Molophilus","medium",7,0
"808",1995,"Molophilus","medium",8,0
"809",1995,"Molophilus","medium",9,0
"810",1995,"Molophilus","medium",10,0
"811",1995,"Natarsia","control",1,3
"812",1995,"Natarsia","control",2,4
"813",1995,"Natarsia","control",3,1
"814",1995,"Natarsia","control",4,0
"815",1995,"Natarsia","control",5,26
"816",1995,"Natarsia","control",6,3
"817",1995,"Natarsia","control",7,10
"818",1995,"Natarsia","control",8,13
"819",1995,"Natarsia","control",9,0
"820",1995,"Natarsia","control",10,1
"821",1995,"Natarsia","high",1,2
"822",1995,"Natarsia","high",2,5
"823",1995,"Natarsia","high",3,13
"824",1995,"Natarsia","high",4,14
"825",1995,"Natarsia","high",5,14
"826",1995,"Natarsia","high",6,55
"827",1995,"Natarsia","high",7,8
"828",1995,"Natarsia","high",8,1
"829",1995,"Natarsia","high",9,13
"830",1995,"Natarsia","high",10,4
"831",1995,"Natarsia","low",1,41
"832",1995,"Natarsia","low",2,3
"833",1995,"Natarsia","low",3,30
"834",1995,"Natarsia","low",4,40
"835",1995,"Natarsia","low",5,7
"836",1995,"Natarsia","low",6,70
"837",1995,"Natarsia","low",7,107
"838",1995,"Natarsia","low",8,34
"839",1995,"Natarsia","low",9,31
"840",1995,"Natarsia","low",10,4
"841",1995,"Natarsia","medium",1,11
"842",1995,"Natarsia","medium",2,6
"843",1995,"Natarsia","medium",3,19
"844",1995,"Natarsia","medium",4,7
"845",1995,"Natarsia","medium",5,1
"846",1995,"Natarsia","medium",6,8
"847",1995,"Natarsia","medium",7,6
"848",1995,"Natarsia","medium",8,4
"849",1995,"Natarsia","medium",9,8
"850",1995,"Natarsia","medium",10,19
"851",1995,"Nemoura","control",1,0
"852",1995,"Nemoura","control",2,0
"853",1995,"Nemoura","control",3,0
"854",1995,"Nemoura","control",4,0
"855",1995,"Nemoura","control",5,0
"856",1995,"Nemoura","control",6,0
"857",1995,"Nemoura","control",7,0
"858",1995,"Nemoura","control",8,0
"859",1995,"Nemoura","control",9,0
"860",1995,"Nemoura","control",10,0
"861",1995,"Nemoura","high",1,0
"862",1995,"Nemoura","high",2,0
"863",1995,"Nemoura","high",3,0
"864",1995,"Nemoura","high",4,0
"865",1995,"Nemoura","high",5,0
"866",1995,"Nemoura","high",6,0
"867",1995,"Nemoura","high",7,0
"868",1995,"Nemoura","high",8,0
"869",1995,"Nemoura","high",9,0
"870",1995,"Nemoura","high",10,0
"871",1995,"Nemoura","low",1,0
"872",1995,"Nemoura","low",2,0
"873",1995,"Nemoura","low",3,0
"874",1995,"Nemoura","low",4,0
"875",1995,"Nemoura","low",5,0
"876",1995,"Nemoura","low",6,2
"877",1995,"Nemoura","low",7,0
"878",1995,"Nemoura","low",8,0
"879",1995,"Nemoura","low",9,0
"880",1995,"Nemoura","low",10,0
"881",1995,"Nemoura","medium",1,0
"882",1995,"Nemoura","medium",2,0
"883",1995,"Nemoura","medium",3,0
"884",1995,"Nemoura","medium",4,0
"885",1995,"Nemoura","medium",5,0
"886",1995,"Nemoura","medium",6,0
"887",1995,"Nemoura","medium",7,0
"888",1995,"Nemoura","medium",8,0
"889",1995,"Nemoura","medium",9,0
"890",1995,"Nemoura","medium",10,0
"891",1995,"Neophylax","control",1,0
"892",1995,"Neophylax","control",2,0
"893",1995,"Neophylax","control",3,1
"894",1995,"Neophylax","control",4,0
"895",1995,"Neophylax","control",5,0
"896",1995,"Neophylax","control",6,0
"897",1995,"Neophylax","control",7,0
"898",1995,"Neophylax","control",8,1
"899",1995,"Neophylax","control",9,0
"900",1995,"Neophylax","control",10,0
"901",1995,"Neophylax","high",1,0
"902",1995,"Neophylax","high",2,0
"903",1995,"Neophylax","high",3,0
"904",1995,"Neophylax","high",4,0
"905",1995,"Neophylax","high",5,0
"906",1995,"Neophylax","high",6,1
"907",1995,"Neophylax","high",7,0
"908",1995,"Neophylax","high",8,0
"909",1995,"Neophylax","high",9,0
"910",1995,"Neophylax","high",10,1
"911",1995,"Neophylax","low",1,0
"912",1995,"Neophylax","low",2,0
"913",1995,"Neophylax","low",3,1
"914",1995,"Neophylax","low",4,0
"915",1995,"Neophylax","low",5,0
"916",1995,"Neophylax","low",6,0
"917",1995,"Neophylax","low",7,0
"918",1995,"Neophylax","low",8,0
"919",1995,"Neophylax","low",9,0
"920",1995,"Neophylax","low",10,0
"921",1995,"Neophylax","medium",1,0
"922",1995,"Neophylax","medium",2,2
"923",1995,"Neophylax","medium",3,1
"924",1995,"Neophylax","medium",4,0
"925",1995,"Neophylax","medium",5,1
"926",1995,"Neophylax","medium",6,1
"927",1995,"Neophylax","medium",7,2
"928",1995,"Neophylax","medium",8,0
"929",1995,"Neophylax","medium",9,1
"930",1995,"Neophylax","medium",10,0
"931",1995,"Onocosmoecus","high",1,0
"932",1995,"Onocosmoecus","high",2,1
"933",1995,"Onocosmoecus","high",3,1
"934",1995,"Onocosmoecus","high",4,1
"935",1995,"Onocosmoecus","high",5,2
"936",1995,"Onocosmoecus","high",6,6
"937",1995,"Onocosmoecus","high",7,0
"938",1995,"Onocosmoecus","high",8,0
"939",1995,"Onocosmoecus","high",9,3
"940",1995,"Onocosmoecus","high",10,0
"941",1995,"Onocosmoecus","medium",1,0
"942",1995,"Onocosmoecus","medium",2,0
"943",1995,"Onocosmoecus","medium",3,0
"944",1995,"Onocosmoecus","medium",4,0
"945",1995,"Onocosmoecus","medium",5,2
"946",1995,"Onocosmoecus","medium",6,1
"947",1995,"Onocosmoecus","medium",7,0
"948",1995,"Onocosmoecus","medium",8,0
"949",1995,"Onocosmoecus","medium",9,2
"950",1995,"Onocosmoecus","medium",10,0
"951",1995,"Oreogeton","control",1,1
"952",1995,"Oreogeton","control",2,2
"953",1995,"Oreogeton","control",3,1
"954",1995,"Oreogeton","control",4,0
"955",1995,"Oreogeton","control",5,2
"956",1995,"Oreogeton","control",6,0
"957",1995,"Oreogeton","control",7,2
"958",1995,"Oreogeton","control",8,0
"959",1995,"Oreogeton","control",9,9
"960",1995,"Oreogeton","control",10,0
"961",1995,"Oreogeton","high",1,0
"962",1995,"Oreogeton","high",2,0
"963",1995,"Oreogeton","high",3,0
"964",1995,"Oreogeton","high",4,0
"965",1995,"Oreogeton","high",5,1
"966",1995,"Oreogeton","high",6,2
"967",1995,"Oreogeton","high",7,1
"968",1995,"Oreogeton","high",8,1
"969",1995,"Oreogeton","high",9,1
"970",1995,"Oreogeton","high",10,0
"971",1995,"Oreogeton","low",1,0
"972",1995,"Oreogeton","low",2,0
"973",1995,"Oreogeton","low",3,2
"974",1995,"Oreogeton","low",4,2
"975",1995,"Oreogeton","low",5,1
"976",1995,"Oreogeton","low",6,0
"977",1995,"Oreogeton","low",7,1
"978",1995,"Oreogeton","low",8,0
"979",1995,"Oreogeton","low",9,0
"980",1995,"Oreogeton","low",10,0
"981",1995,"Oreogeton","medium",1,0
"982",1995,"Oreogeton","medium",2,0
"983",1995,"Oreogeton","medium",3,0
"984",1995,"Oreogeton","medium",4,0
"985",1995,"Oreogeton","medium",5,1
"986",1995,"Oreogeton","medium",6,0
"987",1995,"Oreogeton","medium",7,0
"988",1995,"Oreogeton","medium",8,0
"989",1995,"Oreogeton","medium",9,0
"990",1995,"Oreogeton","medium",10,0
"991",1995,"Ormosia","high",1,0
"992",1995,"Ormosia","high",2,0
"993",1995,"Ormosia","high",3,0
"994",1995,"Ormosia","high",4,0
"995",1995,"Ormosia","high",5,0
"996",1995,"Ormosia","high",6,0
"997",1995,"Ormosia","high",7,0
"998",1995,"Ormosia","high",8,0
"999",1995,"Ormosia","high",9,0
"1000",1995,"Ormosia","high",10,0
"1001",1995,"Ormosia","low",1,0
"1002",1995,"Ormosia","low",2,0
"1003",1995,"Ormosia","low",3,0
"1004",1995,"Ormosia","low",4,0
"1005",1995,"Ormosia","low",5,0
"1006",1995,"Ormosia","low",6,0
"1007",1995,"Ormosia","low",7,0
"1008",1995,"Ormosia","low",8,0
"1009",1995,"Ormosia","low",9,0
"1010",1995,"Ormosia","low",10,0
"1011",1995,"Paracapnia","control",1,0
"1012",1995,"Paracapnia","control",2,0
"1013",1995,"Paracapnia","control",3,0
"1014",1995,"Paracapnia","control",4,0
"1015",1995,"Paracapnia","control",5,0
"1016",1995,"Paracapnia","control",6,0
"1017",1995,"Paracapnia","control",7,0
"1018",1995,"Paracapnia","control",8,0
"1019",1995,"Paracapnia","control",9,0
"1020",1995,"Paracapnia","control",10,0
"1021",1995,"Paracapnia","high",1,0
"1022",1995,"Paracapnia","high",2,0
"1023",1995,"Paracapnia","high",3,0
"1024",1995,"Paracapnia","high",4,0
"1025",1995,"Paracapnia","high",5,0
"1026",1995,"Paracapnia","high",6,0
"1027",1995,"Paracapnia","high",7,0
"1028",1995,"Paracapnia","high",8,0
"1029",1995,"Paracapnia","high",9,0
"1030",1995,"Paracapnia","high",10,0
"1031",1995,"Paracapnia","medium",1,0
"1032",1995,"Paracapnia","medium",2,0
"1033",1995,"Paracapnia","medium",3,0
"1034",1995,"Paracapnia","medium",4,0
"1035",1995,"Paracapnia","medium",5,0
"1036",1995,"Paracapnia","medium",6,0
"1037",1995,"Paracapnia","medium",7,0
"1038",1995,"Paracapnia","medium",8,0
"1039",1995,"Paracapnia","medium",9,0
"1040",1995,"Paracapnia","medium",10,0
"1041",1995,"Paraleptophlebia","control",1,0
"1042",1995,"Paraleptophlebia","control",2,0
"1043",1995,"Paraleptophlebia","control",3,0
"1044",1995,"Paraleptophlebia","control",4,0
"1045",1995,"Paraleptophlebia","control",5,0
"1046",1995,"Paraleptophlebia","control",6,0
"1047",1995,"Paraleptophlebia","control",7,0
"1048",1995,"Paraleptophlebia","control",8,0
"1049",1995,"Paraleptophlebia","control",9,0
"1050",1995,"Paraleptophlebia","control",10,0
"1051",1995,"Paraleptophlebia","high",1,0
"1052",1995,"Paraleptophlebia","high",2,0
"1053",1995,"Paraleptophlebia","high",3,0
"1054",1995,"Paraleptophlebia","high",4,0
"1055",1995,"Paraleptophlebia","high",5,0
"1056",1995,"Paraleptophlebia","high",6,0
"1057",1995,"Paraleptophlebia","high",7,0
"1058",1995,"Paraleptophlebia","high",8,0
"1059",1995,"Paraleptophlebia","high",9,0
"1060",1995,"Paraleptophlebia","high",10,0
"1061",1995,"Paraleptophlebia","low",1,0
"1062",1995,"Paraleptophlebia","low",2,0
"1063",1995,"Paraleptophlebia","low",3,0
"1064",1995,"Paraleptophlebia","low",4,0
"1065",1995,"Paraleptophlebia","low",5,0
"1066",1995,"Paraleptophlebia","low",6,0
"1067",1995,"Paraleptophlebia","low",7,0
"1068",1995,"Paraleptophlebia","low",8,0
"1069",1995,"Paraleptophlebia","low",9,0
"1070",1995,"Paraleptophlebia","low",10,0
"1071",1995,"Parapsyche","control",1,5
"1072",1995,"Parapsyche","control",2,0
"1073",1995,"Parapsyche","control",3,21
"1074",1995,"Parapsyche","control",4,4
"1075",1995,"Parapsyche","control",5,4
"1076",1995,"Parapsyche","control",6,0
"1077",1995,"Parapsyche","control",7,4
"1078",1995,"Parapsyche","control",8,0
"1079",1995,"Parapsyche","control",9,20
"1080",1995,"Parapsyche","control",10,4
"1081",1995,"Parapsyche","high",1,2
"1082",1995,"Parapsyche","high",2,0
"1083",1995,"Parapsyche","high",3,4
"1084",1995,"Parapsyche","high",4,0
"1085",1995,"Parapsyche","high",5,7
"1086",1995,"Parapsyche","high",6,1
"1087",1995,"Parapsyche","high",7,12
"1088",1995,"Parapsyche","high",8,8
"1089",1995,"Parapsyche","high",9,1
"1090",1995,"Parapsyche","high",10,9
"1091",1995,"Parapsyche","low",1,3
"1092",1995,"Parapsyche","low",2,23
"1093",1995,"Parapsyche","low",3,4
"1094",1995,"Parapsyche","low",4,6
"1095",1995,"Parapsyche","low",5,12
"1096",1995,"Parapsyche","low",6,0
"1097",1995,"Parapsyche","low",7,11
"1098",1995,"Parapsyche","low",8,2
"1099",1995,"Parapsyche","low",9,0
"1100",1995,"Parapsyche","low",10,0
"1101",1995,"Pedicia","control",1,0
"1102",1995,"Pedicia","control",2,2
"1103",1995,"Pedicia","control",3,0
"1104",1995,"Pedicia","control",4,1
"1105",1995,"Pedicia","control",5,1
"1106",1995,"Pedicia","control",6,0
"1107",1995,"Pedicia","control",7,1
"1108",1995,"Pedicia","control",8,0
"1109",1995,"Pedicia","control",9,0
"1110",1995,"Pedicia","control",10,1
"1111",1995,"Pedicia","high",1,0
"1112",1995,"Pedicia","high",2,1
"1113",1995,"Pedicia","high",3,2
"1114",1995,"Pedicia","high",4,0
"1115",1995,"Pedicia","high",5,3
"1116",1995,"Pedicia","high",6,0
"1117",1995,"Pedicia","high",7,3
"1118",1995,"Pedicia","high",8,3
"1119",1995,"Pedicia","high",9,1
"1120",1995,"Pedicia","high",10,2
"1121",1995,"Pedicia","low",1,2
"1122",1995,"Pedicia","low",2,1
"1123",1995,"Pedicia","low",3,3
"1124",1995,"Pedicia","low",4,6
"1125",1995,"Pedicia","low",5,4
"1126",1995,"Pedicia","low",6,5
"1127",1995,"Pedicia","low",7,1
"1128",1995,"Pedicia","low",8,3
"1129",1995,"Pedicia","low",9,7
"1130",1995,"Pedicia","low",10,0
"1131",1995,"Pedicia","medium",1,0
"1132",1995,"Pedicia","medium",2,1
"1133",1995,"Pedicia","medium",3,3
"1134",1995,"Pedicia","medium",4,3
"1135",1995,"Pedicia","medium",5,3
"1136",1995,"Pedicia","medium",6,0
"1137",1995,"Pedicia","medium",7,1
"1138",1995,"Pedicia","medium",8,1
"1139",1995,"Pedicia","medium",9,0
"1140",1995,"Pedicia","medium",10,0
"1141",1995,"Plecoptera","control",1,3
"1142",1995,"Plecoptera","control",2,1
"1143",1995,"Plecoptera","control",3,1
"1144",1995,"Plecoptera","control",4,2
"1145",1995,"Plecoptera","control",5,0
"1146",1995,"Plecoptera","control",6,0
"1147",1995,"Plecoptera","control",7,0
"1148",1995,"Plecoptera","control",8,0
"1149",1995,"Plecoptera","control",9,3
"1150",1995,"Plecoptera","control",10,0
"1151",1995,"Plecoptera","high",1,2
"1152",1995,"Plecoptera","high",2,0
"1153",1995,"Plecoptera","high",3,1
"1154",1995,"Plecoptera","high",4,1
"1155",1995,"Plecoptera","high",5,0
"1156",1995,"Plecoptera","high",6,0
"1157",1995,"Plecoptera","high",7,0
"1158",1995,"Plecoptera","high",8,0
"1159",1995,"Plecoptera","high",9,0
"1160",1995,"Plecoptera","high",10,0
"1161",1995,"Plecoptera","low",1,0
"1162",1995,"Plecoptera","low",2,0
"1163",1995,"Plecoptera","low",3,0
"1164",1995,"Plecoptera","low",4,0
"1165",1995,"Plecoptera","low",5,1
"1166",1995,"Plecoptera","low",6,0
"1167",1995,"Plecoptera","low",7,0
"1168",1995,"Plecoptera","low",8,0
"1169",1995,"Plecoptera","low",9,0
"1170",1995,"Plecoptera","low",10,0
"1171",1995,"Plecoptera","medium",1,0
"1172",1995,"Plecoptera","medium",2,4
"1173",1995,"Plecoptera","medium",3,1
"1174",1995,"Plecoptera","medium",4,0
"1175",1995,"Plecoptera","medium",5,1
"1176",1995,"Plecoptera","medium",6,0
"1177",1995,"Plecoptera","medium",7,0
"1178",1995,"Plecoptera","medium",8,1
"1179",1995,"Plecoptera","medium",9,0
"1180",1995,"Plecoptera","medium",10,0
"1181",1995,"Polycentropus","control",1,0
"1182",1995,"Polycentropus","control",2,0
"1183",1995,"Polycentropus","control",3,0
"1184",1995,"Polycentropus","control",4,0
"1185",1995,"Polycentropus","control",5,1
"1186",1995,"Polycentropus","control",6,0
"1187",1995,"Polycentropus","control",7,0
"1188",1995,"Polycentropus","control",8,0
"1189",1995,"Polycentropus","control",9,0
"1190",1995,"Polycentropus","control",10,0
"1191",1995,"Polycentropus","high",1,1
"1192",1995,"Polycentropus","high",2,0
"1193",1995,"Polycentropus","high",3,0
"1194",1995,"Polycentropus","high",4,0
"1195",1995,"Polycentropus","high",5,1
"1196",1995,"Polycentropus","high",6,1
"1197",1995,"Polycentropus","high",7,0
"1198",1995,"Polycentropus","high",8,1
"1199",1995,"Polycentropus","high",9,0
"1200",1995,"Polycentropus","high",10,0
"1201",1995,"Polycentropus","low",1,0
"1202",1995,"Polycentropus","low",2,0
"1203",1995,"Polycentropus","low",3,5
"1204",1995,"Polycentropus","low",4,1
"1205",1995,"Polycentropus","low",5,0
"1206",1995,"Polycentropus","low",6,1
"1207",1995,"Polycentropus","low",7,0
"1208",1995,"Polycentropus","low",8,3
"1209",1995,"Polycentropus","low",9,2
"1210",1995,"Polycentropus","low",10,0
"1211",1995,"Prosimulium","control",1,6
"1212",1995,"Prosimulium","control",2,0
"1213",1995,"Prosimulium","control",3,227
"1214",1995,"Prosimulium","control",4,159
"1215",1995,"Prosimulium","control",5,12
"1216",1995,"Prosimulium","control",6,1
"1217",1995,"Prosimulium","control",7,5
"1218",1995,"Prosimulium","control",8,0
"1219",1995,"Prosimulium","control",9,116
"1220",1995,"Prosimulium","control",10,289
"1221",1995,"Prosimulium","high",1,0
"1222",1995,"Prosimulium","high",2,1
"1223",1995,"Prosimulium","high",3,2
"1224",1995,"Prosimulium","high",4,3
"1225",1995,"Prosimulium","high",5,43
"1226",1995,"Prosimulium","high",6,0
"1227",1995,"Prosimulium","high",7,21
"1228",1995,"Prosimulium","high",8,6
